Orthogroup	ursMar.longCDS.prots	homSap.longCDS.prots
OG0002473	rna17335	ENST00000373290.6
OG0002474	rna17373	ENST00000373202.7
OG0002475	rna17392	ENST00000373109.6
OG0002476	rna17455	ENST00000211998.9
OG0002477	rna17466	ENST00000287239.8
OG0002478	rna17507	ENST00000419470.6, ENST00000372325.6
OG0002479	rna17519	ENST00000339284.6
OG0002480	rna17522	ENST00000372134.5
OG0002481	rna17539	ENST00000443292.1
OG0002482	rna17564	ENST00000623662.3, ENST00000374323.8
OG0002483	rna17566	ENST00000612632.3, ENST00000576178.6
OG0002484	rna17567	ENST00000584982.7, ENST00000611843.4
OG0002485	rna17571	ENST00000584701.1
OG0002486	rna17575	ENST00000636244.1
OG0002487	rna17585	ENST00000374160.7
OG0002488	rna18161	ENST00000368799.1, ENST00000368737.4
OG0002489	rna18151	ENST00000368713.7
OG0002490	rna17607	ENST00000282633.9, ENST00000336378.8
OG0002491	rna17608	ENST00000344646.9
OG0002492	rna17633	ENST00000395794.2
OG0002493	rna17663	ENST00000355710.7
OG0002494	rna17672	ENST00000371795.4
OG0002495	rna17728	ENST00000427197.1
OG0002496	rna238	ENST00000358531.8, ENST00000479633.2
OG0002497	rna264	ENST00000370649.3
OG0002498	rna286	ENST00000370508.5
OG0002499	rna288	ENST00000344586.8
OG0002500	rna315	ENST00000299166.8, ENST00000557395.5
OG0002501	rna358	ENST00000425280.1
OG0002502	rna385	ENST00000299353.6, ENST00000339834.9
OG0002503	rna485	ENST00000369358.8
OG0002504	rna530	ENST00000334464.6
OG0002505	rna584	ENST00000369005.5
OG0002506	rna605	ENST00000382487.4, ENST00000284674.1
OG0002507	rna6270	ENST00000337620.8
OG0002508	rna639	ENST00000284694.11
OG0002509	rna673	ENST00000368614.7
OG0002510	rna36179	ENST00000340042.1
OG0002511	rna36180	ENST00000520584.5, ENST00000522452.1
OG0002512	rna697	ENST00000359035.4, ENST00000368554.8
OG0002513	rna10158	ENST00000288050.8
OG0002514	rna25819	ENST00000223357.7
OG0002515	rna1057	ENST00000209718.7
OG0002516	rna21712	ENST00000394850.6
OG0002518	rna29430	ENST00000379454.8
OG0002519	rna32316	ENST00000376006.7, ENST00000375992.3
OG0002520	rna23343	ENST00000321562.8
OG0002521	rna8026	ENST00000044462.11
OG0002522	rna4034, rna4035	ENST00000599531.1
OG0002523	rna34790	ENST00000622503.4
OG0002525	rna7995	ENST00000220166.9
OG0002526	rna7988	ENST00000615374.5, ENST00000559722.2
OG0002527	rna7977	ENST00000407106.5
OG0002528	rna7965	ENST00000220244.7
OG0002529	rna7952	ENST00000302987.8
OG0002530	rna7933	ENST00000451195.7
OG0002531	rna7916	ENST00000617958.4, ENST00000562833.1
OG0002532	rna7911	ENST00000394573.5, ENST00000347644.7
OG0002533	rna7883	ENST00000333371.7
OG0002534	rna7882	ENST00000622269.1, ENST00000379095.4
OG0002535	rna7881	ENST00000561573.1, ENST00000438251.3
OG0002536	rna7869	ENST00000398333.7, ENST00000357484.9
OG0002537	rna7581	ENST00000299847.6
OG0002538	rna28966	ENST00000551312.6, ENST00000577949.5
OG0002539	rna35201	ENST00000557943.5
OG0002540	rna31374	ENST00000315127.8
OG0002541	rna31384, rna31383	ENST00000398814.7
OG0002542	rna29451	ENST00000315962.8
OG0002543	rna29464	ENST00000519289.1, ENST00000521198.6
OG0002544	rna33272, rna33797	ENST00000297770.9
OG0002545	rna33830	ENST00000297354.6
OG0002546	rna33849	ENST00000358757.5, ENST00000419880.7
OG0002547	rna11875, rna9347	ENST00000337919.9
OG0002548	rna9350	ENST00000520527.5, ENST00000522938.5
OG0002549	rna9358	ENST00000297258.10
OG0002550	rna9464	ENST00000523731.5
OG0002551	rna9571	ENST00000337198.9
OG0002552	rna9652	ENST00000276682.8
OG0002553	rna9653	ENST00000309822.6
OG0002554	rna9671	ENST00000614891.4
OG0002555	rna9685	ENST00000306185.7
OG0002556	rna9700	ENST00000314393.5
OG0002557	rna9708	ENST00000357082.8, ENST00000276704.5
OG0002558	rna9733	ENST00000319286.5
OG0002559	rna36196	ENST00000254627.3, ENST00000262283.5
OG0002560	rna36231	ENST00000355849.9
OG0002561	rna20847	ENST00000359228.3
OG0002562	rna20848	ENST00000317543.11, ENST00000615007.4
OG0002563	rna36156	ENST00000442628.6
OG0002564	rna36129	ENST00000531225.1, ENST00000331890.5
OG0002565	rna36126	ENST00000530047.5, ENST00000254853.9
OG0002566	rna36095	ENST00000446747.6
OG0002567	rna18963	ENST00000422774.1
OG0002568	rna25733	ENST00000334534.9
OG0002569	rna22742	ENST00000368124.8
OG0002570	rna33350	ENST00000373521.3, ENST00000373519.1
OG0002571	rna34414	ENST00000262962.11
OG0002572	rna34164	ENST00000397967.4
OG0002573	rna2898	ENST00000637812.1
OG0002574	rna32361, rna34597	ENST00000377175.1
OG0002575	rna6578	ENST00000640159.1
OG0002576	rna34496	ENST00000393927.8
OG0002577	rna21716	ENST00000405271.5
OG0002578	rna31789	ENST00000637795.1
OG0002579	rna20173	ENST00000303904.7
OG0002580	rna34308	ENST00000454744.6
OG0002581	rna26949	ENST00000308025.7
OG0002582	rna14265	ENST00000507544.2
OG0002583	rna5895	ENST00000435765.5
OG0002584	rna33750	ENST00000623849.1
OG0002585	rna10582	ENST00000227322.7
OG0002586	rna19194	ENST00000610940.4
OG0002587	rna29054	ENST00000344824.10
OG0002588	rna12741	ENST00000341376.10
OG0002589	rna12720	ENST00000458694.5, ENST00000335515.10
OG0002590	rna12691	ENST00000304611.12
OG0002591	rna12552	ENST00000442253.2
OG0002592	rna4353	ENST00000370367.3
OG0002593	rna4375	ENST00000230461.10
OG0002594	rna4398	ENST00000620514.1
OG0002595	rna11901	ENST00000282561.3
OG0002596	rna33167	ENST00000361866.7
OG0002597	rna20398	ENST00000372080.6
OG0002598	rna34030	ENST00000299427.10
OG0002599	rna33749	ENST00000322013.4
OG0002600	rna29584	ENST00000378654.8
OG0002601	rna34317	ENST00000585937.1, ENST00000591899.7
OG0002602	rna34329	ENST00000395301.7
OG0002603	rna34347	ENST00000545664.5, ENST00000586572.1
OG0002604	rna34350	ENST00000317243.9
OG0002605	rna34384	ENST00000395095.7
OG0002606	rna34390	ENST00000333651.10
OG0002607	rna34398	ENST00000555978.5, ENST00000535759.1
OG0002608	rna34401	ENST00000600960.1
OG0002609	rna34452	ENST00000586012.1, ENST00000309061.11
OG0002610	rna34454	ENST00000586349.5, ENST00000418389.6
OG0002611	rna34455	ENST00000339485.3, ENST00000588891.1
OG0002612	rna34459	ENST00000591403.5
OG0002613	rna11582	ENST00000297689.3
OG0002614	rna34510	ENST00000598884.1, ENST00000593729.5
OG0002615	rna34527	ENST00000327325.9, ENST00000315599.11
OG0002616	rna34533	ENST00000597959.1, ENST00000333598.7
OG0002617	rna34546	ENST00000361664.6
OG0002618	rna34549	ENST00000359920.10, ENST00000617428.2
OG0002619	rna27982	ENST00000252840.10, ENST00000601372.5
OG0002620	rna27989	ENST00000429566.3
OG0002621	rna28018	ENST00000434737.6, ENST00000589262.5
OG0002622	rna31003	ENST00000586895.5
OG0002623	rna31002	ENST00000247970.8
OG0002624	rna30983	ENST00000393708.3, ENST00000452032.6
OG0002625	rna30982	ENST00000586529.1, ENST00000293677.10
OG0002626	rna30960	ENST00000250237.9
OG0002627	rna30928	ENST00000293771.9, ENST00000585656.1
OG0002628	rna30925	ENST00000252456.6
OG0002629	rna34906	ENST00000397668.7
OG0002630	rna34903	ENST00000221486.4
OG0002631	rna34902	ENST00000322912.9
OG0002632	rna34885, rna26640	ENST00000292431.4
OG0002633	rna29081	ENST00000599910.6
OG0002635	rna29035	ENST00000198939.6
OG0002636	rna26453	ENST00000409035.1, ENST00000263390.7
OG0002637	rna26452	ENST00000593991.5, ENST00000487803.5
OG0002638	rna26439	ENST00000598188.5, ENST00000596542.1
OG0002639	rna26435	ENST00000595444.1
OG0002640	rna26428	ENST00000341130.5, ENST00000594663.1
OG0002641	rna26406	ENST00000222254.12, ENST00000593731.1
OG0002642	rna26401	ENST00000392413.4
OG0002643	rna26374	ENST00000539827.5, ENST00000596918.5
OG0002644	rna26362	ENST00000514819.7, ENST00000410050.5
OG0002645	rna26349	ENST00000247001.9
OG0002646	rna26345	ENST00000555938.1, ENST00000428459.6
OG0002647	rna26329	ENST00000326047.8
OG0002648	rna26268	ENST00000460241.2, ENST00000315170.12
OG0002649	rna26240	ENST00000426837.6
OG0002650	rna26211	ENST00000634384.2, ENST00000320211.8
OG0002651	rna26195	ENST00000328631.9
OG0002652	rna26170	ENST00000419783.1
OG0002653	rna26164	ENST00000273588.8, ENST00000636166.1
OG0002654	rna26067	ENST00000636358.1, ENST00000637978.1
OG0002655	rna26062	ENST00000494383.1, ENST00000360658.2
OG0002656	rna26027	ENST00000486659.5, ENST00000468472.1
OG0002657	rna26026	ENST00000504329.1, ENST00000355083.9
OG0002658	rna26016	ENST00000296292.7, ENST00000607283.5
OG0002659	rna25333	ENST00000311180.8
OG0002660	rna28451	ENST00000609480.3
OG0002661	rna25379	ENST00000476844.5
OG0002662	rna25390, rna3021	ENST00000295899.9
OG0002663	rna25432	ENST00000325599.12
OG0002664	rna19587	ENST00000421412.5
OG0002665	rna19576	ENST00000530758.1
OG0002666	rna19526	ENST00000442415.6
OG0002667	rna19517	ENST00000296266.7
OG0002668	rna19514	ENST00000296271.3
OG0002669	rna19482	ENST00000608606.1, ENST00000306077.4
OG0002670	rna19474	ENST00000254508.6
OG0002671	rna19461	ENST00000418265.1, ENST00000273541.12
OG0002672	rna19443	ENST00000322623.9
OG0002674	rna19404	ENST00000315891.10
OG0002675	rna27437	ENST00000520429.5
OG0002676	rna21632	ENST00000258424.2
OG0002677	rna21706	ENST00000409105.5
OG0002678	rna21714	ENST00000294947.2, ENST00000445927.6
OG0002679	rna21717	ENST00000233146.6
OG0002680	rna21733	ENST00000263634.7, ENST00000406625.5
OG0002681	rna21833	ENST00000301998.4
OG0002682	rna21892	ENST00000377957.3
OG0002683	rna21900	ENST00000377938.2, ENST00000637675.1
OG0002684	rna21910	ENST00000394295.5
OG0002685	rna21932	ENST00000430566.5
OG0002686	rna21948	ENST00000606025.5, ENST00000272438.8
OG0002687	rna21976	ENST00000377712.3, ENST00000272425.3
OG0002688	rna22005	ENST00000517883.2, ENST00000290390.9
OG0002689	rna22010	ENST00000452361.5, ENST00000233331.11
OG0002690	rna22067	ENST00000263867.8
OG0002691	rna22111	ENST00000347055.3
OG0002693	rna22124	ENST00000263334.9
OG0002694	rna22143	ENST00000541869.5
OG0002695	rna22221	ENST00000414820.5, ENST00000447036.5
OG0002696	rna22294	ENST00000313117.10
OG0002698	rna22357	ENST00000622030.1
OG0002699	rna22419	ENST00000260570.7
OG0002700	rna22420	ENST00000543753.5
OG0002701	rna22424	ENST00000233575.6
OG0002702	rna22454	ENST00000447619.5
OG0002703	rna22464	ENST00000233121.6
OG0002704	rna22483	ENST00000317799.9
OG0002705	rna22517	ENST00000615575.4, ENST00000610442.1
OG0002706	rna22569	ENST00000175091.4
OG0002707	rna22570	ENST00000407540.7
OG0002708	rna6	ENST00000381525.7
OG0002709	rna17	ENST00000617249.4
OG0002710	rna24	ENST00000234111.8
OG0002711	rna96	ENST00000272067.10
OG0002712	rna840	ENST00000617874.4
OG0002713	rna33746	ENST00000380378.1
OG0002714	rna30902	ENST00000409155.7
OG0002715	rna6860	ENST00000251968.3
OG0002716	rna16809	ENST00000617429.4
OG0002717	rna28939	ENST00000521158.5
OG0002718	rna1391	ENST00000400384.6
OG0002720	rna5692	ENST00000313485.10
OG0002721	rna2549	ENST00000261700.7
OG0002722	rna16188	ENST00000377658.8
OG0002723	rna19183	ENST00000361682.10
OG0002724	rna23386	ENST00000393795.7
OG0002725	rna8700	ENST00000538183.6
OG0002727	rna16009	ENST00000326735.12
OG0002728	rna18009	ENST00000368324.4
OG0002729	rna25551	ENST00000398174.7
OG0002730	rna29358	ENST00000314191.6
OG0002731	rna19142, rna19139	ENST00000442047.2
OG0002733	rna22226	ENST00000288943.4
OG0002734	rna23608	ENST00000640821.1
OG0002735	rna1773	ENST00000367817.3
OG0002736	rna5719	ENST00000615845.4
OG0002737	rna19744	ENST00000372330.3
OG0002738	rna25474	ENST00000217402.2
OG0002739	rna2550	ENST00000216286.9
OG0002740	rna8352	ENST00000358293.7
OG0002741	rna17121	ENST00000376281.8
OG0002742	rna952	ENST00000225430.8
OG0002743	rna35436	ENST00000081029.7
OG0002744	rna15085	ENST00000269349.7
OG0002745	rna23340	ENST00000393930.5
OG0002746	rna31116	ENST00000393780.3
OG0002747	rna2523	ENST00000554101.5
OG0002748	rna2489	ENST00000621500.1
OG0002749	rna2559	ENST00000445930.6
OG0002750	rna2480	ENST00000394942.2
OG0002751	rna2479	ENST00000358025.7
OG0002752	rna2471	ENST00000394718.4
OG0002753	rna2468	ENST00000608382.5
OG0002754	rna2467	ENST00000554015.5
OG0002755	rna2465	ENST00000298705.5
OG0002756	rna2464	ENST00000247226.12
OG0002757	rna2461	ENST00000607599.5
OG0002758	rna2459	ENST00000533601.6
OG0002759	rna2457	ENST00000358664.8
OG0002760	rna2446	ENST00000360689.9
OG0002761	rna2434	ENST00000636229.1
OG0002762	rna2430	ENST00000543237.5
OG0002763	rna2429	ENST00000612183.4
OG0002764	rna2425	ENST00000261681.8
OG0002765	rna2419	ENST00000256383.8
OG0002766	rna2418	ENST00000216446.8
OG0002767	rna2416	ENST00000555638.5
OG0002768	rna2410	ENST00000216452.8
OG0002769	rna2407	ENST00000554659.5
OG0002770	rna2405	ENST00000551171.5
OG0002771	rna2364	ENST00000256366.5, ENST00000617196.4
OG0002772	rna2347	ENST00000555818.5
OG0002773	rna2311	ENST00000555228.5, ENST00000556551.2
OG0002774	rna2292	ENST00000356924.8
OG0002775	rna2271	ENST00000341162.8
OG0002776	rna2267	ENST00000334220.8
OG0002777	rna2222	ENST00000557752.1, ENST00000361786.6
OG0002778	rna2209	ENST00000216479.7
OG0002779	rna2203	ENST00000555761.5
OG0002780	rna2173	ENST00000336735.8
OG0002781	rna2170	ENST00000330753.5
OG0002782	rna2157	ENST00000614125.4
OG0002783	rna2136	ENST00000261303.12
OG0002784	rna2091	ENST00000380622.4, ENST00000545170.5
OG0002785	rna2084	ENST00000334869.8
OG0002786	rna2082	ENST00000216492.9
OG0002787	rna2075	ENST00000013070.10, ENST00000557574.1
OG0002788	rna2029	ENST00000553780.5, ENST00000553947.1
OG0002789	rna32339, rna2022	ENST00000343455.7
OG0002790	rna36274	ENST00000560869.5
OG0002791	rna28733	ENST00000472726.2
OG0002792	rna28728	ENST00000216602.10
OG0002793	gene21085	ENST00000390547.3, ENST00000390539.2
OG0002794	rna19075	ENST00000358654.2, ENST00000437398.5
OG0002795	rna19147	ENST00000310463.10, ENST00000295171.10
OG0002796	rna19144	ENST00000309451.6
OG0002797	rna19116	ENST00000458578.6
OG0002798	gene14086	ENST00000403807.3
OG0002799	rna19095	ENST00000433835.3, ENST00000611880.4
OG0002800	rna19094	ENST00000290765.8, ENST00000634759.1
OG0002801	rna19087	ENST00000215770.5, ENST00000403754.7
OG0002802	rna24274	ENST00000317615.10
OG0002803	rna14228	ENST00000273936.5
OG0002804	rna1083	ENST00000340541.4
OG0002805	rna14288, rna1092	ENST00000400033.1
OG0002806	rna1124	ENST00000330513.9
OG0002807	rna1241	ENST00000359358.8
OG0002808	rna1248	ENST00000374293.4
OG0002809	rna1264	ENST00000589332.5
OG0002810	rna1286	ENST00000590842.5
OG0002811	rna1331	ENST00000256433.5, ENST00000588705.1
OG0002812	rna1400	ENST00000590722.2, ENST00000269466.7
OG0002813	rna2794	ENST00000586569.2
OG0002814	rna2774	ENST00000283752.9, ENST00000341074.9
OG0002815	rna5593	ENST00000360242.9
OG0002816	rna5618	ENST00000343998.7
OG0002817	rna5631, rna5630	ENST00000443185.6
OG0002818	rna32701	ENST00000598742.5
OG0002820	rna32426	ENST00000371872.8
OG0002821	rna18018	ENST00000368356.8
OG0002822	rna29981	ENST00000505992.1
OG0002823	rna16547	ENST00000344595.9
OG0002824	rna31970	ENST00000377244.7
OG0002826	rna32004	ENST00000301873.9
OG0002827	rna1642	ENST00000640218.1
OG0002828	rna8081	ENST00000329125.5
OG0002829	rna29740	ENST00000240687.2
OG0002830	rna29741	ENST00000240615.2
OG0002831	rna29742	ENST00000240691.4
OG0002832	rna4966	ENST00000262519.13
OG0002833	rna31817	ENST00000543825.1
OG0002834	rna1942	ENST00000367498.7
OG0002835	rna2923	ENST00000500728.2
OG0002836	rna31830	ENST00000503362.1
OG0002837	rna15291	ENST00000623286.1
OG0002838	rna16506	ENST00000550383.1, ENST00000552276.5
OG0002839	rna16516	ENST00000225519.3, ENST00000572919.1
OG0002840	rna16524	ENST00000456349.6, ENST00000255082.7
OG0002841	rna16652	ENST00000301037.9, ENST00000531839.5
OG0002842	rna16660	ENST00000444914.7
OG0002843	rna16663	ENST00000226218.8, ENST00000555059.2
OG0002844	rna16669	ENST00000585089.5
OG0002845	rna16671	ENST00000226230.7
OG0002846	rna16683	ENST00000268763.10
OG0002847	rna16692	ENST00000578584.5, ENST00000247270.3
OG0002848	rna16742	ENST00000593039.5, ENST00000590016.5
OG0002849	rna16748	ENST00000394562.5, ENST00000361112.6
OG0002850	rna16762	ENST00000620098.4, ENST00000615863.1
OG0002851	rna32385, rna16783	ENST00000617633.4
OG0002852	rna32386, rna16824	ENST00000617492.4
OG0002853	rna16837	ENST00000409433.2
OG0002854	rna19108	ENST00000339468.7
OG0002855	rna16853	ENST00000577660.1, ENST00000543872.6
OG0002856	rna852	ENST00000502492.5
OG0002857	rna929	ENST00000394332.5
OG0002858	rna934	ENST00000318008.10
OG0002859	rna32366, rna984	ENST00000269571.9
OG0002860	rna998	ENST00000635792.1
OG0002861	rna1029	ENST00000348513.10
OG0002862	rna1043	ENST00000394052.4, ENST00000476049.1
OG0002863	rna23319	ENST00000391352.1
OG0002864	rna23339	ENST00000310778.5
OG0002865	rna23345	ENST00000435506.6
OG0002866	rna23364	ENST00000565659.1
OG0002867	rna23408	ENST00000293362.7
OG0002868	rna14593	ENST00000317310.4
OG0002869	rna14607	ENST00000225983.10
OG0002870	rna14639	ENST00000426548.5
OG0002871	rna14670	ENST00000571841.1, ENST00000573224.2
OG0002872	rna14677	ENST00000329196.6
OG0002873	rna14686	ENST00000560629.1, ENST00000559488.5
OG0002874	rna14689	ENST00000262432.12, ENST00000311506.9
OG0002875	rna14694	ENST00000303375.9
OG0002876	rna14701	ENST00000577647.2, ENST00000290866.9
OG0002877	rna32405, rna14708	ENST00000258975.6
OG0002878	rna14718	ENST00000225726.9, ENST00000580553.1
OG0002879	rna14875	ENST00000392621.5, ENST00000375352.1
OG0002880	rna14893	ENST00000583937.5
OG0002881	rna14896	ENST00000262613.9
OG0002882	rna14897	ENST00000578822.5
OG0002883	rna14977	ENST00000636174.1, ENST00000587556.1
OG0002884	rna14984	ENST00000586740.1, ENST00000399134.4
OG0002885	rna15017	ENST00000615984.4, ENST00000587459.1
OG0002886	rna15031	ENST00000636222.1
OG0002887	rna15115	ENST00000584436.7
OG0002888	rna8295	ENST00000328969.5, ENST00000490623.3
OG0002889	rna8298	ENST00000360203.9, ENST00000482936.5
OG0002890	rna8313	ENST00000353546.7
OG0002891	rna8333	ENST00000252999.7
OG0002892	rna21266	ENST00000530122.1, ENST00000371141.8
OG0002893	rna21295	ENST00000371328.3, ENST00000371325.1
OG0002894	rna21299	ENST00000617620.1
OG0002895	rna19642	ENST00000216862.7
OG0002896	rna19660	ENST00000396009.7
OG0002897	rna19671	ENST00000371610.6
OG0002898	rna19678	ENST00000341698.2
OG0002899	rna19708	ENST00000371856.6
OG0002900	rna19775	ENST00000458187.5, ENST00000372727.5
OG0002901	rna19780	ENST00000338380.2, ENST00000372785.3
OG0002903	rna19835	ENST00000373233.7
OG0002904	rna19842	ENST00000361337.2, ENST00000329245.8
OG0002905	rna19871	ENST00000373433.8
OG0002906	rna19914	ENST00000636016.1
OG0002907	rna19918	ENST00000253363.10
OG0002908	rna19920	ENST00000374092.8, ENST00000541176.2
OG0002909	rna19938	ENST00000444717.1, ENST00000621148.4
OG0002910	rna25466	ENST00000374980.2
OG0002911	rna25490	ENST00000354297.8
OG0002912	rna25494	ENST00000375483.3
OG0002913	rna25613	ENST00000567028.5
OG0002914	rna25629	ENST00000329276.9
OG0002915	rna25635	ENST00000603872.1, ENST00000380593.4
OG0002916	rna25661	ENST00000379751.4
OG0002917	rna25677	ENST00000379440.8
OG0002918	rna25700	ENST00000303142.10
OG0002919	rna25715	ENST00000246024.6
OG0002920	rna33024	ENST00000545418.2
OG0002921	rna33056	ENST00000202677.11
OG0002922	rna25275	ENST00000216218.7
OG0002923	rna12411	ENST00000442011.6
OG0002924	rna25068	ENST00000360803.8
OG0002925	rna34017	ENST00000379829.2
OG0002926	rna10331	ENST00000388918.9
OG0002927	rna30164	ENST00000298198.4
OG0002928	rna19042	ENST00000640129.1, ENST00000632817.1
OG0002929	rna22733	ENST00000255040.2
OG0002930	rna32472	ENST00000029410.9
OG0002931	rna13010	ENST00000341423.9
OG0002932	rna21459	ENST00000317204.10
OG0002933	rna11887	ENST00000356535.4
OG0002934	rna6264	ENST00000354667.8
OG0002935	rna34001	ENST00000374870.8
OG0002936	rna27190	ENST00000338010.9
OG0002937	rna18728	ENST00000268379.8
OG0002938	rna8695	ENST00000321394.11
OG0002939	rna8032, rna32400	ENST00000570535.5
OG0002940	rna8062	ENST00000225698.8
OG0002941	rna8097	ENST00000546495.5, ENST00000547302.3
OG0002942	rna8110	ENST00000360325.11, ENST00000577138.1
