Orthogroup	homSap.longCDS.prots	ailMel.longCDS.prots
OG0002401	ENST00000450892.6	rna-XM_034653425.1, rna-XM_002913241.3
OG0002402	ENST00000396976.6	rna-XM_034668889.1, rna-XM_011227481.3
OG0002403	ENST00000622375.4	rna-XM_011227577.3
OG0002404	ENST00000290607.11	rna-XM_034661076.1
OG0002405	ENST00000260372.7	rna-XM_002913191.4
OG0002406	ENST00000318010.12, ENST00000483208.5	rna-XM_019801893.2
OG0002407	ENST00000452633.5, ENST00000382448.8	rna-XM_034661120.1
OG0002408	ENST00000177694.1	rna-XM_011221842.3, rna-XM_034661122.1, rna-XM_034640674.1
OG0002409	ENST00000559596.5	rna-XM_002913209.4
OG0002410	ENST00000560346.5, ENST00000441369.6	rna-XM_034661170.1
OG0002411	ENST00000561100.1	rna-XM_011228174.3
OG0002412	ENST00000256538.8	rna-XM_002917811.4
OG0002413	ENST00000361627.7, ENST00000622744.4	rna-XM_034661202.1
OG0002414	ENST00000471027.1	rna-XM_034652307.1, rna-XM_011223154.3
OG0002415	ENST00000314891.10	rna-XM_034653123.1, rna-XM_002930298.4
OG0002416	ENST00000276416.10	rna-XM_002914791.4
OG0002417	ENST00000289989.9, ENST00000450780.6	rna-XM_011219152.3
OG0002418	ENST00000220562.8	rna-XM_019799294.2
OG0002419	ENST00000328655.7	rna-XM_034660160.1
OG0002420	ENST00000554914.1, ENST00000304501.1	rna-XM_011216637.3
OG0002421	ENST00000509167.5	rna-XM_002928985.3
OG0002422	ENST00000361618.3	rna-XM_002928983.4
OG0002423	ENST00000393381.2	rna-XM_002918180.4
OG0002424	ENST00000507142.5	rna-XM_011223581.3
OG0002425	ENST00000284637.13	rna-XM_034661393.1
OG0002426	ENST00000306193.7	rna-XM_002918184.4
OG0002427	ENST00000505667.5	rna-XM_019798526.2
OG0002428	ENST00000359299.7	rna-XM_034660162.1
OG0002429	ENST00000296533.2	rna-XM_019808244.2
OG0002430	ENST00000307720.3	rna-XM_034661443.1
OG0002431	ENST00000507827.5	rna-XM_034652363.1, rna-XM_019809710.2
OG0002432	ENST00000260010.6	rna-XM_002913846.4
OG0002433	ENST00000324300.9	rna-XM_011221972.3
OG0002434	ENST00000638448.1, ENST00000360771.8, ENST00000358615.8	rna-XM_034661567.1
OG0002435	ENST00000367559.7	rna-XM_034666839.1, rna-XM_034661599.1
OG0002436	ENST00000296513.6	rna-XM_019804443.1
OG0002437	ENST00000613284.1, ENST00000616419.4	rna-XM_002931357.4
OG0002438	ENST00000302190.8	rna-XM_034651030.1, rna-XM_011227204.3
OG0002439	ENST00000537332.2	rna-XM_011220881.3, rna-XM_034650673.1
OG0002440	ENST00000404460.5	rna-XM_034652400.1
OG0002441	ENST00000368309.3	rna-XM_034667687.1, rna-XM_034650115.1
OG0002442	ENST00000369700.3	rna-XM_011232325.3, rna-XM_034653047.1
OG0002443	ENST00000355784.3	rna-XM_019807650.2, rna-XM_034653252.1
OG0002446	ENST00000265007.10	rna-XM_034653058.1, rna-XM_019795106.2
OG0002447	ENST00000368090.3	rna-XM_034652544.1, rna-XM_002929910.4
OG0002448	ENST00000389194.6	rna-XM_011227352.3, rna-XM_034651579.1
OG0002449	ENST00000262815.12	rna-XM_034658125.1, rna-XM_034653370.1
OG0002450	ENST00000247843.6	rna-XM_034650702.1, rna-XM_002922181.4
OG0002451	ENST00000423691.2	rna-XM_034661835.1, rna-XM_034653073.1
OG0002452	ENST00000491148.5	rna-XM_034652804.1, rna-XM_019807787.2
OG0002453	ENST00000497985.5, ENST00000342435.8	rna-XM_011224890.3
OG0002454	ENST00000476941.5	rna-XM_034661812.1, rna-XM_034661813.1
OG0002455	ENST00000306087.2	rna-XM_002923329.1
OG0002456	ENST00000468777.5	rna-XM_011231798.3, rna-XM_034653180.1
OG0002457	ENST00000471702.2, ENST00000337331.9	rna-XM_034661997.1
OG0002458	ENST00000264990.10	rna-XM_034661822.1, rna-XM_034653443.1
OG0002459	ENST00000263753.8	rna-XM_034662063.1
OG0002460	ENST00000449599.3	rna-XM_011220968.3, rna-XM_034661830.1
OG0002461	ENST00000485614.5	rna-XM_034661806.1, rna-XM_002913629.4
OG0002462	ENST00000338970.10	rna-NM_001304887.1, rna-XM_034650612.1
OG0002463	ENST00000311042.10	rna-XM_034662199.1
OG0002464	ENST00000527353.1	rna-XM_002928312.4, rna-XM_011232148.3
OG0002465	ENST00000346219.7	rna-XM_011218938.3
OG0002466	ENST00000376652.8	rna-XM_034663562.1
OG0002467	ENST00000395526.8, ENST00000374006.1	rna-XM_034661774.1
OG0002468	ENST00000331772.8	rna-XM_034662388.1
OG0002469	ENST00000366667.4	rna-XM_019808322.2
OG0002470	ENST00000366672.4	rna-XM_034653455.1, rna-XM_034663577.1
OG0002471	ENST00000358410.7	rna-XM_034663585.1, rna-XM_034661778.1
OG0002472	ENST00000638119.1	rna-XM_034650663.1, rna-XM_002913731.4
OG0002473	ENST00000373290.6	rna-XM_002913725.4
OG0002474	ENST00000373202.7	rna-XM_034662644.1, rna-XM_011234153.3
OG0002475	ENST00000373109.6	rna-XM_034650757.1, rna-XM_011236033.3
OG0002476	ENST00000211998.9	rna-XM_034657287.1, rna-XM_002920392.4
OG0002477	ENST00000287239.8	rna-XM_034662713.1
OG0002478	ENST00000419470.6, ENST00000372325.6	rna-XM_002922415.4
OG0002479	ENST00000339284.6	rna-XM_034662791.1, rna-XM_034662787.1
OG0002480	ENST00000372134.5	rna-XM_034650307.1, rna-XM_002915374.4
OG0002481	ENST00000443292.1	rna-XM_034652949.1, rna-XM_019795478.2
OG0002482	ENST00000623662.3, ENST00000374323.8	rna-XM_034662821.1
OG0002483	ENST00000612632.3, ENST00000576178.6	rna-XM_034661782.1
OG0002484	ENST00000584982.7, ENST00000611843.4	rna-XM_002915396.4
OG0002485	ENST00000584701.1	rna-XM_034653159.1, rna-XM_002930073.3
OG0002486	ENST00000636244.1	rna-XM_011231958.3
OG0002487	ENST00000374160.7	rna-XM_034653447.1, rna-XM_034662847.1
OG0002488	ENST00000368799.1, ENST00000368737.4	rna-XM_002922517.4
OG0002489	ENST00000368713.7	rna-XM_019803078.2
OG0002490	ENST00000282633.9, ENST00000336378.8	rna-XM_002926239.4
OG0002491	ENST00000344646.9	rna-XM_011233624.3
OG0002492	ENST00000395794.2	rna-XM_034662876.1
OG0002493	ENST00000355710.7	rna-XM_034662906.1, rna-XM_034663605.1
OG0002494	ENST00000371795.4	rna-XM_011222406.3
OG0002495	ENST00000427197.1	rna-XM_002916094.4
OG0002496	ENST00000358531.8, ENST00000479633.2	rna-XM_034663072.1
OG0002497	ENST00000370631.3, ENST00000370649.3	rna-XM_002916975.4
OG0002498	ENST00000370508.5	rna-XM_034652354.1, rna-XM_002930676.4
OG0002499	ENST00000344586.8	rna-XM_034652275.1, rna-XM_034663123.1
OG0002500	ENST00000299166.8, ENST00000557395.5	rna-XM_002924271.4
OG0002501	ENST00000425280.1	rna-XM_011236083.3
OG0002502	ENST00000299353.6, ENST00000339834.9	rna-XM_002913892.4
OG0002503	ENST00000369358.8	rna-XM_019805770.2, rna-XM_034663293.1
OG0002504	ENST00000334464.6	rna-XM_034663339.1, rna-XM_034653452.1
OG0002505	ENST00000369005.5	rna-XM_034663378.1
OG0002506	ENST00000382487.4, ENST00000284674.1	rna-XM_002927250.3
OG0002507	ENST00000337620.8	rna-XM_034669462.1, rna-XM_002916117.4
OG0002508	ENST00000284694.11	rna-XM_034663639.1, rna-XM_034663640.1
OG0002509	ENST00000368614.7	rna-XM_034663458.1
OG0002510	ENST00000340042.1	rna-XM_034663490.1
OG0002511	ENST00000520584.5, ENST00000522452.1	rna-XM_019795940.2
OG0002512	ENST00000359035.4, ENST00000368554.8	rna-XM_002928706.4
OG0002513	ENST00000288050.8	rna-XM_019793931.2
OG0002514	ENST00000223357.7	rna-XM_034651441.1, rna-XM_034650213.1
OG0002515	ENST00000209718.7	rna-XM_034650598.1, rna-XM_002924961.4
OG0002516	ENST00000394850.6	rna-XM_034653371.1, rna-XM_034659086.1
OG0002518	ENST00000379454.8	rna-XM_034668105.1, rna-XM_034652443.1
OG0002519	ENST00000376006.7, ENST00000375992.3	rna-XM_002931377.4
OG0002520	ENST00000321562.8	rna-XM_034640405.1, rna-XM_034652089.1
OG0002521	ENST00000044462.11	rna-XM_034667743.1, rna-XM_034651634.1
OG0002522	ENST00000599531.1	rna-XM_034650342.1
OG0002523	ENST00000622503.4	rna-XM_034670991.1, rna-XM_034652493.1
OG0002525	ENST00000220166.9	rna-XM_034667782.1, rna-XM_034651811.1
OG0002526	ENST00000615374.5, ENST00000559722.2	rna-XM_034667785.1
OG0002527	ENST00000407106.5	rna-XM_034650882.1, rna-XM_034668878.1
OG0002528	ENST00000220244.7	rna-XM_034667797.1, rna-XM_034667794.1
OG0002529	ENST00000302987.8	rna-XM_034667798.1
OG0002530	ENST00000451195.7	rna-XM_011216876.3, rna-XM_019796467.1
OG0002531	ENST00000617958.4, ENST00000562833.1	rna-XM_034667827.1
OG0002532	ENST00000394573.5, ENST00000347644.7	rna-XM_019800255.2
OG0002533	ENST00000333371.7	rna-XM_034652934.1, rna-XM_002919781.4
OG0002534	ENST00000622269.1, ENST00000379095.4	rna-XM_002919780.4
OG0002535	ENST00000561573.1, ENST00000438251.3	rna-XM_019800240.2
OG0002536	ENST00000398333.7, ENST00000357484.9	rna-XM_034667873.1
OG0002537	ENST00000454250.7, ENST00000299847.6	rna-XM_034668905.1
OG0002538	ENST00000551312.6, ENST00000577949.5	rna-XM_019793109.2
OG0002539	ENST00000557943.5	rna-XM_034665002.1, rna-XM_002925477.4
OG0002540	ENST00000315127.8	rna-XM_002922978.4
OG0002541	ENST00000398814.7	rna-XM_019803518.2
OG0002542	ENST00000315962.8	rna-XM_002916369.4, rna-XM_034668135.1
OG0002543	ENST00000519289.1, ENST00000521198.6	rna-XM_034668143.1
OG0002544	ENST00000297770.9	rna-XM_034668150.1
OG0002545	ENST00000297354.6	rna-XM_034668197.1
OG0002546	ENST00000358757.5, ENST00000419880.7	rna-XM_034668206.1
OG0002547	ENST00000337919.9	rna-XM_002927850.4
OG0002548	ENST00000520527.5, ENST00000522938.5	rna-XM_034668232.1
OG0002549	ENST00000297258.10	rna-NM_001304848.1
OG0002550	ENST00000523731.5	rna-XM_034668324.1
OG0002551	ENST00000337198.9	rna-XM_034650862.1, rna-NM_001291458.1
OG0002552	ENST00000276682.8	rna-XM_034652293.1, rna-XM_002927836.4
OG0002553	ENST00000309822.6	rna-XM_002927837.4
OG0002554	ENST00000614891.4	rna-XM_034668555.1
OG0002555	ENST00000306185.7	rna-XM_034651620.1, rna-XM_002925533.4
OG0002556	ENST00000314393.5	rna-XM_034668575.1, rna-XM_034668573.1
OG0002557	ENST00000357082.8, ENST00000276704.5	rna-XM_002924319.4
OG0002558	ENST00000319286.5	rna-XM_002920727.4
OG0002559	ENST00000254627.3, ENST00000262283.5	rna-XM_011222912.2
OG0002560	ENST00000355849.9	rna-XM_034668649.1, rna-XM_034652164.1
OG0002561	ENST00000359228.3	rna-XM_002921606.4
OG0002562	ENST00000317543.11, ENST00000615007.4	rna-XM_019802121.2
OG0002563	ENST00000442628.6	rna-XM_034668754.1
OG0002564	ENST00000531225.1, ENST00000331890.5	rna-XM_034668787.1
OG0002565	ENST00000530047.5, ENST00000254853.9	rna-XM_034668789.1
OG0002566	ENST00000446747.6	rna-XM_011228508.3
OG0002567	ENST00000422774.1	rna-XM_034651379.1, rna-XM_034637766.1
OG0002568	ENST00000334534.9	rna-XM_019799163.2, rna-XM_034650771.1
OG0002569	ENST00000368124.8	rna-XM_002927273.4, rna-XM_034651052.1
OG0002570	ENST00000373521.3, ENST00000373519.1	rna-XM_002931347.4
OG0002571	ENST00000262962.11	rna-XM_034653351.1, rna-XM_011236340.3
OG0002572	ENST00000397967.4	rna-XM_034652284.1, rna-XM_019808549.2
OG0002573	ENST00000637812.1	rna-XM_034672205.1, rna-XM_034650401.1
OG0002574	ENST00000377175.1	rna-XM_019793947.2
OG0002575	ENST00000640159.1	rna-XM_034650354.1
OG0002576	ENST00000393927.8	rna-XM_034652946.1, rna-XM_034657662.1
OG0002577	ENST00000405271.5	rna-XM_034652441.1, rna-XM_034659090.1
OG0002578	ENST00000637795.1	rna-XM_034652370.1, rna-XM_034652404.1
OG0002579	ENST00000303904.7	rna-XM_034651755.1, rna-XM_019793212.2
OG0002580	ENST00000454744.6	rna-XM_034660001.1, rna-XM_034653181.1
OG0002581	ENST00000308025.7	rna-XM_034651837.1, rna-XM_002927199.4
OG0002582	ENST00000507544.2	rna-XM_034653176.1, rna-XM_011217115.3
OG0002583	ENST00000435765.5	rna-XM_034650722.1, rna-XM_002928663.4
OG0002584	ENST00000623849.1	rna-XM_034650121.1, rna-XM_034650074.1
OG0002585	ENST00000227322.7	rna-XM_034652396.1, rna-XM_019799948.2
OG0002586	ENST00000610940.4	rna-XM_011226709.3, rna-XM_034652805.1
OG0002587	ENST00000344824.10	rna-XM_011221745.3, rna-XM_034652494.1
OG0002588	ENST00000341376.10	rna-XM_034647833.1
OG0002589	ENST00000458694.5, ENST00000335515.10	rna-XM_034648105.1
OG0002590	ENST00000304611.12	rna-XM_034652588.1, rna-XM_034647806.1
OG0002591	ENST00000442253.2	rna-XM_034648020.1
OG0002592	ENST00000370367.3	rna-XM_011221494.3, rna-XM_034652808.1
OG0002593	ENST00000230461.10	rna-XM_034652405.1, rna-XM_002925472.4
OG0002594	ENST00000620514.1	rna-XM_034648077.1
OG0002595	ENST00000282561.3	rna-XM_034651612.1, rna-XM_034650222.1
OG0002596	ENST00000361866.7	rna-XM_034650672.1, rna-XM_034654241.1
OG0002597	ENST00000372080.6	rna-XM_034653000.1, rna-XM_034664751.1
OG0002598	ENST00000299427.10	rna-XM_034652917.1, rna-XM_002924969.4
OG0002599	ENST00000322013.4	rna-XM_002931012.2, rna-XM_034650088.1
OG0002600	ENST00000378654.8	rna-XM_002919114.4, rna-XM_034652966.1
OG0002601	ENST00000585937.1, ENST00000591899.7	rna-XM_002923518.4
OG0002602	ENST00000395301.7	rna-XM_011233192.3
OG0002603	ENST00000545664.5, ENST00000586572.1	rna-XM_034657449.1
OG0002604	ENST00000317243.9	rna-XM_011230265.3, rna-XM_034660008.1
OG0002605	ENST00000395095.7	rna-XM_034652530.1, rna-XM_034660012.1
OG0002606	ENST00000333651.10	rna-XM_034657488.1
OG0002607	ENST00000555978.5, ENST00000535759.1	rna-XM_002923561.4
OG0002608	ENST00000600960.1	rna-XM_002923583.4
OG0002609	ENST00000586012.1, ENST00000309061.11	rna-XM_002927752.4
OG0002610	ENST00000586349.5, ENST00000418389.6	rna-XM_002930487.4
OG0002611	ENST00000339485.3, ENST00000588891.1	rna-XM_002930486.4
OG0002612	ENST00000591403.5	rna-XM_034651149.1, rna-XM_034660019.1
OG0002613	ENST00000297689.3	rna-XM_034657644.1, rna-XM_002919099.4
OG0002614	ENST00000598884.1, ENST00000593729.5	rna-XM_002928353.4
OG0002615	ENST00000327325.9, ENST00000315599.11	rna-XM_002921908.4
OG0002616	ENST00000597959.1, ENST00000333598.7	rna-XM_002921935.4
OG0002617	ENST00000361664.6, ENST00000599312.1	rna-XM_019802502.2
OG0002618	ENST00000359920.10, ENST00000617428.2	rna-XM_034657707.1
OG0002619	ENST00000252840.10, ENST00000601372.5	rna-XM_019802489.2
OG0002620	ENST00000429566.3	rna-XM_002921894.3
OG0002621	ENST00000434737.6, ENST00000589262.5	rna-XM_019793457.2
OG0002622	ENST00000586895.5	rna-XM_002921385.4
OG0002623	ENST00000247970.8	rna-XM_034650964.1, rna-XM_034657738.1
OG0002624	ENST00000393708.3, ENST00000452032.6	rna-XM_002921375.4
OG0002625	ENST00000586529.1, ENST00000293677.10	rna-XM_011227652.3
OG0002626	ENST00000250237.9	rna-XM_034652602.1, rna-XM_019801915.2
OG0002627	ENST00000293771.9, ENST00000585656.1	rna-XM_034657821.1
OG0002628	ENST00000252456.6	rna-XM_002930829.4
OG0002629	ENST00000397668.7	rna-XM_019801547.2
OG0002630	ENST00000221486.4	rna-XM_002921005.4
OG0002631	ENST00000322912.9	rna-XM_019801555.2
OG0002632	ENST00000292431.4	rna-XM_034657868.1
OG0002633	ENST00000599910.6	rna-XM_034651462.1, rna-XM_034657941.1
OG0002635	ENST00000198939.6	rna-XM_034657983.1
OG0002636	ENST00000409035.1, ENST00000263390.7	rna-XM_034657990.1
OG0002637	ENST00000593991.5, ENST00000487803.5	rna-XM_019797072.2
OG0002638	ENST00000598188.5, ENST00000596542.1	rna-XM_011221929.2
OG0002639	ENST00000595444.1	rna-XM_002912716.4
OG0002640	ENST00000341130.5, ENST00000594663.1	rna-XM_034657237.1
OG0002641	ENST00000222254.12, ENST00000593731.1	rna-XM_019797344.2
OG0002642	ENST00000392413.4	rna-XM_034658076.1
OG0002643	ENST00000539827.5, ENST00000596918.5	rna-XM_034658102.1
OG0002644	ENST00000514819.7, ENST00000410050.5	rna-XM_034658116.1
OG0002645	ENST00000247001.9	rna-XM_002912746.4
OG0002646	ENST00000555938.1, ENST00000428459.6	rna-XM_011222540.3
OG0002647	ENST00000326047.8	rna-XM_034653135.1, rna-XM_034658152.1
OG0002648	ENST00000460241.2, ENST00000315170.12	rna-XM_002912836.3
OG0002649	ENST00000426837.6	rna-XM_034658226.1
OG0002650	ENST00000634384.2, ENST00000320211.8	rna-XM_011233375.2
OG0002651	ENST00000328631.9	rna-XM_034652782.1, rna-XM_011233356.3
OG0002652	ENST00000419783.1	rna-XM_034651223.1, rna-XM_011226672.3
OG0002653	ENST00000273588.8, ENST00000636166.1	rna-XM_002920543.4
OG0002654	ENST00000636358.1, ENST00000637978.1	rna-XM_011224653.3
OG0002655	ENST00000494383.1, ENST00000360658.2	rna-XM_034658412.1
OG0002656	ENST00000486659.5, ENST00000468472.1	rna-XM_011224619.3
OG0002657	ENST00000504329.1, ENST00000355083.9	rna-XM_034658460.1
OG0002658	ENST00000296292.7, ENST00000607283.5	rna-XM_011224614.3
OG0002659	ENST00000311180.8	rna-XM_011231345.3
OG0002660	ENST00000609480.3	rna-XM_034657249.1, rna-XM_002913431.4
OG0002661	ENST00000476844.5	rna-XM_034658572.1
OG0002662	ENST00000295899.9	rna-XM_034658587.1
OG0002663	ENST00000325599.12	rna-XM_002914658.4, rna-XM_034658643.1
OG0002664	ENST00000421412.5	rna-XM_034658749.1
OG0002665	ENST00000530758.1	rna-XM_002925023.4, rna-XM_034659156.1
OG0002666	ENST00000442415.6	rna-XM_019801842.2
OG0002667	ENST00000296266.7	rna-XM_034653368.1, rna-XM_002921250.4
OG0002668	ENST00000296271.3	rna-XM_034653020.1, rna-XM_002921249.4
OG0002669	ENST00000608606.1, ENST00000306077.4	rna-XM_002920687.4
OG0002670	ENST00000254508.6	rna-XM_034650036.1, rna-XM_034658848.1
OG0002671	ENST00000418265.1, ENST00000273541.12	rna-XM_011222956.3
OG0002672	ENST00000322623.9	rna-XM_002917633.4
OG0002674	ENST00000315891.10	rna-XM_034658892.1
OG0002675	ENST00000520429.5	rna-XM_034670893.1, rna-XM_034657261.1
OG0002676	ENST00000258424.2	rna-XM_002912393.4
OG0002677	ENST00000409105.5	rna-XM_002912418.4
OG0002678	ENST00000294947.2, ENST00000445927.6	rna-XM_019793569.2
OG0002679	ENST00000233146.6	rna-XM_002912422.4, rna-XM_034653373.1
OG0002680	ENST00000263634.7, ENST00000406625.5	rna-XM_011237933.3
OG0002681	ENST00000301998.4	rna-XM_034659202.1, rna-XM_034652220.1
OG0002682	ENST00000377957.3	rna-XM_034653061.1, rna-XM_002925303.4
OG0002683	ENST00000377938.2, ENST00000637675.1	rna-XM_019809508.2
OG0002684	ENST00000394295.5	rna-XM_034652361.1, rna-XM_034659279.1
OG0002685	ENST00000430566.5	rna-XM_034668092.1, rna-XM_011219304.3
OG0002686	ENST00000606025.5, ENST00000272438.8	rna-XM_002914896.4
OG0002687	ENST00000377712.3, ENST00000272425.3	rna-XM_002921502.4
OG0002688	ENST00000517883.2, ENST00000290390.9	rna-XM_034659391.1
OG0002689	ENST00000452361.5, ENST00000233331.11	rna-XM_011227765.3
OG0002690	ENST00000263867.8	rna-XM_034659456.1, rna-XM_034652669.1
OG0002691	ENST00000347055.3	rna-XM_019802882.2, rna-XM_034659488.1
OG0002692	ENST00000436451.2, ENST00000390256.2, ENST00000390244.2, ENST00000390271.2	id-LOC117802011
OG0002693	ENST00000263334.9	rna-XM_034657285.1, rna-XM_034659499.1
OG0002694	ENST00000541869.5	rna-XM_019807080.2
OG0002695	ENST00000414820.5, ENST00000447036.5	rna-XM_011233893.3
OG0002696	ENST00000313117.10	rna-XM_002924044.4
OG0002697	ENST00000402297.5	rna-XM_034659656.1
OG0002698	ENST00000622030.1	rna-XM_034657295.1, rna-XM_002927020.4
OG0002699	ENST00000260570.7	rna-XM_011234734.3, rna-XM_034653363.1
OG0002700	ENST00000543753.5	rna-XM_034657300.1, rna-XM_019808697.2
OG0002701	ENST00000233575.6	rna-XM_011234769.3, rna-XM_034652770.1
OG0002702	ENST00000447619.5	rna-XM_002913779.4, rna-XM_002930235.3
OG0002703	ENST00000233121.6	rna-XM_034650913.1, rna-XM_034659768.1
OG0002704	ENST00000317799.9	rna-XM_034639504.1, rna-XM_034659790.1
OG0002705	ENST00000615575.4, ENST00000610442.1	rna-XM_034659827.1
OG0002706	ENST00000175091.4	rna-XM_002914995.4, rna-XM_034652653.1
OG0002707	ENST00000407540.7	rna-XM_034657305.1
OG0002708	ENST00000381525.7	rna-XM_034659897.1
OG0002709	ENST00000617249.4	rna-XM_034651735.1, rna-XM_034659908.1
OG0002710	ENST00000234111.8	rna-XM_034650894.1, rna-XM_034659917.1
OG0002711	ENST00000272067.10	rna-XM_011231856.3
OG0002712	ENST00000617874.4	rna-XM_034640601.1, rna-XM_034651526.1
OG0002713	ENST00000380378.1	rna-XM_034666457.1, rna-XM_034650182.1
OG0002714	ENST00000409155.7	rna-XM_034651465.1, rna-XM_034664340.1
OG0002715	ENST00000251968.3	rna-XM_002926156.4, rna-XM_034651708.1
OG0002716	ENST00000617429.4	rna-XM_019803955.2, rna-XM_034650593.1
OG0002717	ENST00000521158.5	rna-XM_019798705.2, rna-XM_034651494.1
OG0002718	ENST00000400384.6	rna-XM_034642436.1, rna-XM_034652591.1
OG0002719	ENST00000270776.12	rna-XM_034652905.1, rna-XM_034652908.1, rna-XM_002927433.4
OG0002720	ENST00000313485.10	rna-XM_034647398.1, rna-XM_034651393.1
OG0002721	ENST00000261700.7	rna-XM_002926491.4, rna-XM_034652216.1
OG0002722	ENST00000377658.8	rna-XM_034651979.1, rna-XM_034671153.1
OG0002723	ENST00000361682.10	rna-XM_034652892.1, rna-XM_034643157.1
OG0002724	ENST00000393795.7	rna-XM_034651706.1, rna-XM_034641817.1
OG0002725	ENST00000538183.6	rna-XM_034651749.1, rna-XM_034669402.1
OG0002727	ENST00000326735.12	rna-XM_034672084.1, rna-XM_034650843.1
OG0002728	ENST00000368324.4	rna-XM_034651893.1, rna-XM_002928279.4
OG0002729	ENST00000398174.7	rna-XM_034652889.1, rna-XM_034641906.1
OG0002730	ENST00000314191.6	rna-XM_034650150.1, rna-XM_034653168.1
OG0002731	ENST00000442047.2	rna-XM_019794015.2
OG0002733	ENST00000288943.4	rna-XM_034652896.1, rna-XM_019807206.2
OG0002734	ENST00000640821.1	rna-XM_034652481.1, rna-XM_034671997.1
OG0002735	ENST00000367817.3	rna-XM_034651118.1, rna-XM_034666694.1
OG0002736	ENST00000615845.4	rna-XM_034652870.1, rna-XM_034647290.1
OG0002737	ENST00000372330.3	rna-XM_034652969.1, rna-XM_002928057.4
OG0002738	ENST00000217402.2	rna-XM_011221282.3, rna-XM_034650770.1
OG0002739	ENST00000216286.9	rna-XM_034653109.1, rna-XM_034648308.1
OG0002740	ENST00000358293.7	rna-XM_034652750.1, rna-XM_019795592.2
OG0002741	ENST00000376281.8	rna-XM_002915020.4, rna-XM_034652245.1
OG0002742	ENST00000225430.8	rna-NM_001304909.1, rna-XM_034651886.1
OG0002743	ENST00000081029.7	rna-XM_034651319.1, rna-XM_002917121.4
OG0002744	ENST00000269349.7	rna-XM_034651448.1, rna-XM_034640096.1
