Orthogroup	homSap.longCDS.prots	ursAme.longCDS.prots
OG0002342	ENST00000558401.5	transcript_ENSUAMT00000026419
OG0002343	ENST00000478300.5	transcript_ENSUAMT00000002421
OG0002344	ENST00000453386.6	transcript_ENSUAMT00000000791
OG0002345	ENST00000377034.8	transcript_ENSUAMT00000014144
OG0002346	ENST00000397766.3, ENST00000259883.3	transcript_ENSUAMT00000017405
OG0002347	ENST00000421553.6, ENST00000621053.1	transcript_ENSUAMT00000030872
OG0002348	ENST00000312541.9, ENST00000356709.8	transcript_ENSUAMT00000030677
OG0002349	ENST00000562221.1, ENST00000613507.4	transcript_ENSUAMT00000017416
OG0002350	ENST00000378491.8	transcript_ENSUAMT00000019088
OG0002351	ENST00000341776.6	transcript_ENSUAMT00000028749
OG0002352	ENST00000492094.6	transcript_ENSUAMT00000039595
OG0002353	ENST00000622188.4	transcript_ENSUAMT00000016131
OG0002354	ENST00000259808.8	transcript_ENSUAMT00000021773
OG0002355	ENST00000380739.5	transcript_ENSUAMT00000000844
OG0002356	ENST00000380773.8	transcript_ENSUAMT00000000705
OG0002357	ENST00000326756.3	transcript_ENSUAMT00000001143, transcript_ENSUAMT00000003268
OG0002358	ENST00000376656.8, ENST00000623385.3	transcript_ENSUAMT00000010354
OG0002359	ENST00000326195.12	transcript_ENSUAMT00000010270
OG0002360	ENST00000375885.8	transcript_ENSUAMT00000004920, transcript_ENSUAMT00000002085
OG0002361	ENST00000617558.2, ENST00000375864.4	transcript_ENSUAMT00000017293
OG0002362	ENST00000375832.4, ENST00000503322.1	transcript_ENSUAMT00000017077
OG0002363	ENST00000383418.8, ENST00000461287.1	transcript_ENSUAMT00000017075
OG0002364	ENST00000375789.6	transcript_ENSUAMT00000017069
OG0002365	ENST00000375784.7	transcript_ENSUAMT00000017068
OG0002366	ENST00000375703.7, ENST00000493662.6	transcript_ENSUAMT00000017061
OG0002367	ENST00000395728.7	transcript_ENSUAMT00000026162, transcript_ENSUAMT00000035658
OG0002368	ENST00000375425.9	transcript_ENSUAMT00000035451
OG0002369	ENST00000435363.6, ENST00000428956.6	transcript_ENSUAMT00000035230
OG0002370	ENST00000375244.7	transcript_ENSUAMT00000032562, transcript_ENSUAMT00000023068
OG0002371	ENST00000361568.6, ENST00000428388.6	transcript_ENSUAMT00000023052
OG0002372	ENST00000454136.7	transcript_ENSUAMT00000013465
OG0002373	ENST00000620123.4, ENST00000452392.2	transcript_ENSUAMT00000019470
OG0002374	ENST00000418107.2, ENST00000429234.1	transcript_ENSUAMT00000014050
OG0002375	ENST00000374675.7	transcript_ENSUAMT00000039476
OG0002377	ENST00000374017.3	transcript_ENSUAMT00000018213, transcript_ENSUAMT00000019921
OG0002378	ENST00000229769.2	transcript_ENSUAMT00000020058, transcript_ENSUAMT00000020062
OG0002379	ENST00000373699.5	transcript_ENSUAMT00000023019, transcript_ENSUAMT00000000248
OG0002380	ENST00000287152.11	transcript_ENSUAMT00000018338, transcript_ENSUAMT00000023765
OG0002381	ENST00000541638.5	transcript_ENSUAMT00000037021
OG0002382	ENST00000318443.9	transcript_ENSUAMT00000037045
OG0002383	ENST00000345330.8	transcript_ENSUAMT00000028272
OG0002384	ENST00000566304.5, ENST00000379915.4	transcript_ENSUAMT00000037615
OG0002385	ENST00000310673.3	transcript_ENSUAMT00000003973
OG0002386	ENST00000276914.6	transcript_ENSUAMT00000002315
OG0002387	ENST00000437723.1, ENST00000323544.4	transcript_ENSUAMT00000024122
OG0002388	ENST00000261520.8	transcript_ENSUAMT00000027406
OG0002389	ENST00000396060.6	transcript_ENSUAMT00000007540
OG0002390	ENST00000318063.9	transcript_ENSUAMT00000013555
OG0002391	ENST00000587652.5, ENST00000267853.9	transcript_ENSUAMT00000017429
OG0002392	ENST00000442196.7	transcript_ENSUAMT00000012256
OG0002393	ENST00000564163.5	transcript_ENSUAMT00000016959, transcript_ENSUAMT00000009978
OG0002394	ENST00000562684.5	transcript_ENSUAMT00000018756
OG0002395	ENST00000564080.1, ENST00000568606.5	transcript_ENSUAMT00000009974
OG0002396	ENST00000290894.12	transcript_ENSUAMT00000036036
OG0002397	ENST00000559390.5	transcript_ENSUAMT00000020170
OG0002398	ENST00000299957.10	transcript_ENSUAMT00000028239
OG0002399	ENST00000417761.2, ENST00000319327.6	transcript_ENSUAMT00000036909
OG0002400	ENST00000409960.6	transcript_ENSUAMT00000036911, transcript_ENSUAMT00000033531
OG0002401	ENST00000450892.6	transcript_ENSUAMT00000021179
OG0002402	ENST00000396976.6	transcript_ENSUAMT00000034581
OG0002403	ENST00000622375.4	transcript_ENSUAMT00000035671, transcript_ENSUAMT00000035672
OG0002404	ENST00000290607.11	transcript_ENSUAMT00000035703, transcript_ENSUAMT00000035709
OG0002405	ENST00000260372.7	transcript_ENSUAMT00000035711
OG0002406	ENST00000318010.12, ENST00000483208.5	transcript_ENSUAMT00000005986
OG0002407	ENST00000452633.5, ENST00000382448.8	transcript_ENSUAMT00000032020
OG0002409	ENST00000559596.5	transcript_ENSUAMT00000000585, transcript_ENSUAMT00000031433
OG0002410	ENST00000560346.5, ENST00000441369.6	transcript_ENSUAMT00000005256
OG0002411	ENST00000561100.1	transcript_ENSUAMT00000004746, transcript_ENSUAMT00000002377
OG0002412	ENST00000256538.8	transcript_ENSUAMT00000038754
OG0002413	ENST00000361627.7, ENST00000622744.4	transcript_ENSUAMT00000002559
OG0002414	ENST00000471027.1	transcript_ENSUAMT00000002566
OG0002415	ENST00000314891.10	transcript_ENSUAMT00000006268
OG0002416	ENST00000276416.10	transcript_ENSUAMT00000035831, transcript_ENSUAMT00000036391
OG0002417	ENST00000289989.9, ENST00000450780.6	transcript_ENSUAMT00000036385
OG0002418	ENST00000220562.8	transcript_ENSUAMT00000024706, transcript_ENSUAMT00000003423
OG0002419	ENST00000328655.7	transcript_ENSUAMT00000017047, transcript_ENSUAMT00000025783
OG0002420	ENST00000554914.1, ENST00000304501.1	transcript_ENSUAMT00000021578
OG0002421	ENST00000509167.5	transcript_ENSUAMT00000014208
OG0002422	ENST00000361618.3	transcript_ENSUAMT00000014179
OG0002423	ENST00000393381.2	transcript_ENSUAMT00000018195
OG0002424	ENST00000507142.5	transcript_ENSUAMT00000019649
OG0002425	ENST00000284637.13	transcript_ENSUAMT00000028445
OG0002426	ENST00000306193.7	transcript_ENSUAMT00000028447
OG0002427	ENST00000505667.5	transcript_ENSUAMT00000002145
OG0002428	ENST00000359299.7	transcript_ENSUAMT00000001460
OG0002429	ENST00000296533.2	transcript_ENSUAMT00000000621, transcript_ENSUAMT00000024249
OG0002430	ENST00000307720.3	transcript_ENSUAMT00000037757, transcript_ENSUAMT00000004815
OG0002431	ENST00000507827.5	transcript_ENSUAMT00000038977
OG0002432	ENST00000260010.6	transcript_ENSUAMT00000024767
OG0002433	ENST00000324300.9	transcript_ENSUAMT00000005373, transcript_ENSUAMT00000005377
OG0002435	ENST00000367559.7	transcript_ENSUAMT00000039897
OG0002436	ENST00000296513.6	transcript_ENSUAMT00000032752, transcript_ENSUAMT00000004181
OG0002437	ENST00000613284.1, ENST00000616419.4	transcript_ENSUAMT00000035068
OG0002438	ENST00000302190.8	transcript_ENSUAMT00000003406
OG0002439	ENST00000537332.2	transcript_ENSUAMT00000025479
OG0002440	ENST00000404460.5	transcript_ENSUAMT00000024014
OG0002441	ENST00000368309.3	transcript_ENSUAMT00000022199
OG0002442	ENST00000369700.3	transcript_ENSUAMT00000015677
OG0002443	ENST00000355784.3	transcript_ENSUAMT00000003061
OG0002446	ENST00000265007.10	transcript_ENSUAMT00000018820
OG0002447	ENST00000368090.3	transcript_ENSUAMT00000017013
OG0002448	ENST00000389194.6	transcript_ENSUAMT00000018055
OG0002449	ENST00000262815.12	transcript_ENSUAMT00000000733
OG0002450	ENST00000247843.6	transcript_ENSUAMT00000034128
OG0002451	ENST00000423691.2	transcript_ENSUAMT00000001443
OG0002452	ENST00000491148.5	transcript_ENSUAMT00000016815
OG0002453	ENST00000497985.5, ENST00000342435.8	transcript_ENSUAMT00000030796
OG0002454	ENST00000476941.5	transcript_ENSUAMT00000015010
OG0002455	ENST00000306087.2	transcript_ENSUAMT00000023518
OG0002456	ENST00000468777.5	transcript_ENSUAMT00000021288
OG0002457	ENST00000471702.2, ENST00000337331.9	transcript_ENSUAMT00000012377
OG0002458	ENST00000264990.10	transcript_ENSUAMT00000012353
OG0002459	ENST00000263753.8	transcript_ENSUAMT00000024792, transcript_ENSUAMT00000001831
OG0002460	ENST00000449599.3	transcript_ENSUAMT00000040939
OG0002461	ENST00000485614.5	transcript_ENSUAMT00000015771
OG0002462	ENST00000338970.10	transcript_ENSUAMT00000019262
OG0002463	ENST00000311042.10	transcript_ENSUAMT00000041561, transcript_ENSUAMT00000012458
OG0002464	ENST00000527353.1	transcript_ENSUAMT00000023760
OG0002465	ENST00000346219.7	transcript_ENSUAMT00000006636
OG0002466	ENST00000376652.8	transcript_ENSUAMT00000008082, transcript_ENSUAMT00000041350
OG0002467	ENST00000395526.8, ENST00000374006.1	transcript_ENSUAMT00000028826
OG0002468	ENST00000331772.8	transcript_ENSUAMT00000038141, transcript_ENSUAMT00000002456
OG0002469	ENST00000366667.4	transcript_ENSUAMT00000020925, transcript_ENSUAMT00000006741
OG0002470	ENST00000366672.4	transcript_ENSUAMT00000005166
OG0002471	ENST00000358410.7	transcript_ENSUAMT00000018048
OG0002472	ENST00000638119.1	transcript_ENSUAMT00000007314
OG0002473	ENST00000373290.6	transcript_ENSUAMT00000025245
OG0002474	ENST00000373202.7	transcript_ENSUAMT00000001384
OG0002475	ENST00000373109.6	transcript_ENSUAMT00000012599
OG0002476	ENST00000211998.9	transcript_ENSUAMT00000021460
OG0002477	ENST00000287239.8	transcript_ENSUAMT00000011038, transcript_ENSUAMT00000026263
OG0002478	ENST00000419470.6, ENST00000372325.6	transcript_ENSUAMT00000018074
OG0002479	ENST00000339284.6	transcript_ENSUAMT00000038789
OG0002480	ENST00000372134.5	transcript_ENSUAMT00000009287
OG0002481	ENST00000443292.1	transcript_ENSUAMT00000040220
OG0002482	ENST00000623662.3, ENST00000374323.8	transcript_ENSUAMT00000010430
OG0002483	ENST00000612632.3, ENST00000576178.6	transcript_ENSUAMT00000010436
OG0002484	ENST00000584982.7, ENST00000611843.4	transcript_ENSUAMT00000025281
OG0002485	ENST00000584701.1	transcript_ENSUAMT00000000175
OG0002486	ENST00000636244.1	transcript_ENSUAMT00000004632
OG0002487	ENST00000374160.7	transcript_ENSUAMT00000019126
OG0002488	ENST00000368799.1, ENST00000368737.4	transcript_ENSUAMT00000004503
OG0002489	ENST00000368713.7	transcript_ENSUAMT00000004454, transcript_ENSUAMT00000004445
OG0002490	ENST00000282633.9, ENST00000336378.8	transcript_ENSUAMT00000040714
OG0002491	ENST00000344646.9	transcript_ENSUAMT00000039596
OG0002492	ENST00000395794.2	transcript_ENSUAMT00000019334, transcript_ENSUAMT00000019335
OG0002493	ENST00000355710.7	transcript_ENSUAMT00000034874
OG0002494	ENST00000371795.4	transcript_ENSUAMT00000001583, transcript_ENSUAMT00000033319
OG0002495	ENST00000427197.1	transcript_ENSUAMT00000000642, transcript_ENSUAMT00000000651
OG0002496	ENST00000358531.8, ENST00000479633.2	transcript_ENSUAMT00000040965
OG0002497	ENST00000370631.3, ENST00000370649.3	transcript_ENSUAMT00000014283
OG0002498	ENST00000370508.5	transcript_ENSUAMT00000035207
OG0002499	ENST00000344586.8	transcript_ENSUAMT00000035208
OG0002500	ENST00000299166.8, ENST00000557395.5	transcript_ENSUAMT00000025932
OG0002501	ENST00000425280.1	transcript_ENSUAMT00000041246, transcript_ENSUAMT00000032745
OG0002502	ENST00000299353.6, ENST00000339834.9	transcript_ENSUAMT00000039078
OG0002503	ENST00000369358.8	transcript_ENSUAMT00000010242
OG0002504	ENST00000334464.6	transcript_ENSUAMT00000023989
OG0002505	ENST00000369005.5	transcript_ENSUAMT00000025971, transcript_ENSUAMT00000025970
OG0002506	ENST00000382487.4, ENST00000284674.1	transcript_ENSUAMT00000022254
OG0002507	ENST00000337620.8	transcript_ENSUAMT00000037472
OG0002508	ENST00000284694.11	transcript_ENSUAMT00000004729
OG0002509	ENST00000368614.7	transcript_ENSUAMT00000030447, transcript_ENSUAMT00000030446
OG0002510	ENST00000340042.1	transcript_ENSUAMT00000022322
OG0002511	ENST00000520584.5, ENST00000522452.1	transcript_ENSUAMT00000008034
OG0002512	ENST00000359035.4, ENST00000368554.8	transcript_ENSUAMT00000030416
OG0002513	ENST00000288050.8	transcript_ENSUAMT00000003193
OG0002514	ENST00000223357.7	transcript_ENSUAMT00000005982
OG0002515	ENST00000209718.7	transcript_ENSUAMT00000017821
OG0002516	ENST00000394850.6	transcript_ENSUAMT00000039668
OG0002518	ENST00000379454.8	transcript_ENSUAMT00000002760
OG0002519	ENST00000376006.7, ENST00000375992.3	transcript_ENSUAMT00000013297
OG0002520	ENST00000321562.8	transcript_ENSUAMT00000035895
OG0002521	ENST00000044462.11	transcript_ENSUAMT00000025489
OG0002523	ENST00000622503.4	transcript_ENSUAMT00000034573
OG0002525	ENST00000220166.9	transcript_ENSUAMT00000030466
OG0002526	ENST00000615374.5, ENST00000559722.2	transcript_ENSUAMT00000036166
OG0002527	ENST00000407106.5	transcript_ENSUAMT00000036162
OG0002528	ENST00000220244.7	transcript_ENSUAMT00000036158
OG0002529	ENST00000302987.8	transcript_ENSUAMT00000037184, transcript_ENSUAMT00000037186
OG0002530	ENST00000451195.7	transcript_ENSUAMT00000023994
OG0002531	ENST00000617958.4, ENST00000562833.1	transcript_ENSUAMT00000013590
OG0002532	ENST00000394573.5, ENST00000347644.7	transcript_ENSUAMT00000009168
OG0002533	ENST00000333371.7	transcript_ENSUAMT00000029064
OG0002534	ENST00000622269.1, ENST00000379095.4	transcript_ENSUAMT00000028175
OG0002535	ENST00000561573.1, ENST00000438251.3	transcript_ENSUAMT00000028174
OG0002536	ENST00000398333.7, ENST00000357484.9	transcript_ENSUAMT00000008030
OG0002537	ENST00000454250.7, ENST00000299847.6	transcript_ENSUAMT00000028727
OG0002538	ENST00000551312.6, ENST00000577949.5	transcript_ENSUAMT00000023121
OG0002539	ENST00000557943.5	transcript_ENSUAMT00000036215
OG0002540	ENST00000315127.8	transcript_ENSUAMT00000003469, transcript_ENSUAMT00000039146
OG0002541	ENST00000398814.7	transcript_ENSUAMT00000035588
OG0002542	ENST00000315962.8	transcript_ENSUAMT00000011621
OG0002543	ENST00000519289.1, ENST00000521198.6	transcript_ENSUAMT00000025737
OG0002545	ENST00000297354.6	transcript_ENSUAMT00000037386
OG0002546	ENST00000358757.5	transcript_ENSUAMT00000027358
OG0002547	ENST00000337919.9	transcript_ENSUAMT00000031018
OG0002548	ENST00000520527.5, ENST00000522938.5	transcript_ENSUAMT00000025818
OG0002549	ENST00000297258.10	transcript_ENSUAMT00000013672, transcript_ENSUAMT00000041589
OG0002550	ENST00000523731.5	transcript_ENSUAMT00000029815, transcript_ENSUAMT00000029817
OG0002551	ENST00000337198.9	transcript_ENSUAMT00000036297
OG0002552	ENST00000276682.8	transcript_ENSUAMT00000006081
OG0002553	ENST00000309822.6	transcript_ENSUAMT00000005936, transcript_ENSUAMT00000006085
OG0002554	ENST00000614891.4	transcript_ENSUAMT00000001446, transcript_ENSUAMT00000006179
OG0002555	ENST00000306185.7	transcript_ENSUAMT00000013351
OG0002556	ENST00000314393.5	transcript_ENSUAMT00000031206
OG0002557	ENST00000357082.8, ENST00000276704.5	transcript_ENSUAMT00000016637
OG0002558	ENST00000319286.5	transcript_ENSUAMT00000035492, transcript_ENSUAMT00000011557
OG0002559	ENST00000254627.3, ENST00000262283.5	transcript_ENSUAMT00000002810
OG0002560	ENST00000355849.9	transcript_ENSUAMT00000028833
OG0002561	ENST00000359228.3	transcript_ENSUAMT00000026350
OG0002562	ENST00000317543.11, ENST00000615007.4	transcript_ENSUAMT00000026351
OG0002563	ENST00000442628.6	transcript_ENSUAMT00000036392
OG0002564	ENST00000531225.1, ENST00000331890.5	transcript_ENSUAMT00000008412
OG0002565	ENST00000530047.5, ENST00000254853.9	transcript_ENSUAMT00000008419
OG0002566	ENST00000446747.6	transcript_ENSUAMT00000013304, transcript_ENSUAMT00000010682
OG0002567	ENST00000422774.1	transcript_ENSUAMT00000022300
OG0002568	ENST00000334534.9	transcript_ENSUAMT00000038545
OG0002569	ENST00000368124.8	transcript_ENSUAMT00000039064
OG0002570	ENST00000373521.3, ENST00000373519.1	transcript_ENSUAMT00000010989
OG0002571	ENST00000262962.11	transcript_ENSUAMT00000027491
OG0002572	ENST00000397967.4	transcript_ENSUAMT00000015749
OG0002573	ENST00000637812.1	transcript_ENSUAMT00000026913
OG0002574	ENST00000377175.1	transcript_ENSUAMT00000003494
OG0002575	ENST00000640159.1	transcript_ENSUAMT00000009419, transcript_ENSUAMT00000006431
OG0002576	ENST00000393927.8	transcript_ENSUAMT00000007332
OG0002577	ENST00000405271.5	transcript_ENSUAMT00000004333
OG0002578	ENST00000637795.1	transcript_ENSUAMT00000004304
OG0002579	ENST00000303904.7	transcript_ENSUAMT00000012299
OG0002580	ENST00000454744.6	transcript_ENSUAMT00000020764
OG0002581	ENST00000308025.7	transcript_ENSUAMT00000039703
OG0002582	ENST00000507544.2	transcript_ENSUAMT00000020906
OG0002583	ENST00000435765.5	transcript_ENSUAMT00000028026
OG0002584	ENST00000623849.1	transcript_ENSUAMT00000020179
OG0002585	ENST00000227322.7	transcript_ENSUAMT00000028548
OG0002586	ENST00000610940.4	transcript_ENSUAMT00000015036
OG0002587	ENST00000344824.10	transcript_ENSUAMT00000024551
OG0002588	ENST00000341376.10	transcript_ENSUAMT00000038973, transcript_ENSUAMT00000040639
OG0002589	ENST00000458694.5, ENST00000335515.10	transcript_ENSUAMT00000031621
OG0002590	ENST00000304611.12	transcript_ENSUAMT00000024825
OG0002591	ENST00000442253.2	transcript_ENSUAMT00000023346, transcript_ENSUAMT00000003355
OG0002592	ENST00000370367.3	transcript_ENSUAMT00000018137
OG0002593	ENST00000230461.10	transcript_ENSUAMT00000035501
OG0002594	ENST00000620514.1	transcript_ENSUAMT00000007743, transcript_ENSUAMT00000000514
OG0002595	ENST00000282561.3	transcript_ENSUAMT00000039323
OG0002596	ENST00000361866.7	transcript_ENSUAMT00000008506
OG0002597	ENST00000372080.6	transcript_ENSUAMT00000035772
OG0002598	ENST00000299427.10	transcript_ENSUAMT00000037659
OG0002599	ENST00000322013.4	transcript_ENSUAMT00000020180
OG0002600	ENST00000378654.8	transcript_ENSUAMT00000003368
OG0002601	ENST00000585937.1, ENST00000591899.7	transcript_ENSUAMT00000020778
OG0002602	ENST00000395301.7	transcript_ENSUAMT00000039299, transcript_ENSUAMT00000039296
OG0002603	ENST00000545664.5, ENST00000586572.1	transcript_ENSUAMT00000018617
OG0002604	ENST00000317243.9	transcript_ENSUAMT00000018587
OG0002605	ENST00000395095.7	transcript_ENSUAMT00000024485
OG0002606	ENST00000333651.10	transcript_ENSUAMT00000024436, transcript_ENSUAMT00000024438
OG0002607	ENST00000555978.5, ENST00000535759.1	transcript_ENSUAMT00000031164
OG0002608	ENST00000600960.1	transcript_ENSUAMT00000038734, transcript_ENSUAMT00000034792
OG0002609	ENST00000586012.1, ENST00000309061.11	transcript_ENSUAMT00000035689
OG0002610	ENST00000586349.5, ENST00000418389.6	transcript_ENSUAMT00000032892
OG0002611	ENST00000339485.3, ENST00000588891.1	transcript_ENSUAMT00000032893
OG0002612	ENST00000591403.5	transcript_ENSUAMT00000001543
OG0002613	ENST00000297689.3	transcript_ENSUAMT00000035697
OG0002614	ENST00000598884.1, ENST00000593729.5	transcript_ENSUAMT00000032325
OG0002615	ENST00000327325.9, ENST00000315599.11	transcript_ENSUAMT00000031031
OG0002616	ENST00000597959.1, ENST00000333598.7	transcript_ENSUAMT00000027209
OG0002617	ENST00000599312.1	transcript_ENSUAMT00000027268
OG0002618	ENST00000359920.10, ENST00000617428.2	transcript_ENSUAMT00000027275
OG0002619	ENST00000252840.10, ENST00000601372.5	transcript_ENSUAMT00000027460
OG0002620	ENST00000429566.3	transcript_ENSUAMT00000009099
OG0002621	ENST00000434737.6, ENST00000589262.5	transcript_ENSUAMT00000023364
OG0002622	ENST00000586895.5	transcript_ENSUAMT00000017940, transcript_ENSUAMT00000026761
OG0002623	ENST00000247970.8	transcript_ENSUAMT00000026760
OG0002624	ENST00000393708.3, ENST00000452032.6	transcript_ENSUAMT00000029335
